0	0.000666715	0.0019044	-0.00229025	-0.00737333	-0.00714574	-0.0116909	-0.00135358	-0.00674486	-0.00756171	0.00108576	0.00205672	0.000144131	0.00597638	0.00243829	0.00144452	0.000158165	0	0
0.00195312	0.000783287	0.00254674	-0.00159001	-0.00631445	-0.00663945	-0.0108816	-0.000819921	-0.00626087	-0.007072	0.00121397	0.00214761	0.000234663	0.00627789	0.00243472	0.00141913	0.000188906	0	0
0.00390625	0.000852093	0.00334662	-0.00084424	-0.0052186	-0.00604721	-0.010028	-0.000271991	-0.00573075	-0.00651792	0.0013684	0.00225699	0.000373974	0.00660893	0.0024571	0.0014044	0.000215374	0	0
0.00585938	0.000857487	0.00414796	-0.000182509	-0.00428141	-0.00547997	-0.009303	0.000186533	-0.00525677	-0.00600013	0.00151694	0.00236344	0.000535272	0.00692475	0.00249662	0.00139898	0.000223242	0	0
0.0078125	0.000794835	0.0047939	0.000276685	-0.00367053	-0.0050436	-0.00885773	0.000464231	-0.00493348	-0.00561494	0.0016278	0.00244361	0.000685349	0.00718138	0.00254133	0.00140041	0.000198785	0	0
0.00976562	0.000671193	0.00515495	0.000447512	-0.00349639	-0.00482082	-0.00879529	0.000497952	-0.00483036	-0.00543797	0.00167543	0.00247711	0.000790283	0.00734177	0.00257817	0.0014056	0.00013179	0	0
0.0117188	0.000503801	0.00515334	0.000291586	-0.00379319	-0.00485722	-0.00915091	0.000264019	-0.00498044	-0.00551108	0.00164437	0.00245011	0.000821628	0.00738132	0.00259542	0.00141048	1.81459e-05	0	0
0.0136719	0.000317007	0.00477673	-0.00017488	-0.00451307	-0.00515375	-0.00988519	-0.00021711	-0.00537312	-0.00583529	0.00153267	0.00235796	0.000761352	0.00729159	0.00258454	0.0014112	-0.000138652	0	0
0.015625	0.000137731	0.00408132	-0.000883579	-0.00553463	-0.00566719	-0.0108904	-0.000883967	-0.00595808	-0.00637078	0.00135177	0.00220627	0.000605129	0.00708145	0.00254196	0.00140399	-0.000327203	0	0
0.0175781	-9.06736e-06	0.00318222	-0.00172424	-0.00668444	-0.00631802	-0.0120084	-0.00164415	-0.00665092	-0.00704366	0.0011248	0.00201029	0.000363179	0.00677615	0.0024694	0.00138587	-0.00052949	0	0
0.0195312	-0.0001048	0.00223298	-0.00256395	-0.0077675	-0.00700493	-0.0130593	-0.00238968	-0.00735068	-0.00775856	0.000882983	0.00179237	5.8718e-05	0.00641343	0.00237374	0.00135499	-0.000723351	0	0
0.0214844	-0.000140212	0.0013981	-0.00327086	-0.00860135	-0.0076223	-0.0138719	-0.00301509	-0.00795531	-0.00841504	0.000659227	0.00157821	-0.000275917	0.00603825	0.00226594	0.00131017	-0.00088587	0	0
0.0234375	-0.000116862	0.000823781	-0.00373375	-0.00904804	-0.00807877	-0.0143154	-0.00343497	-0.00838065	-0.00892463	0.00048393	0.00139236	-0.000604525	0.00569609	0.00215909	0.00125229	-0.00099716	0	0
0.0253906	-4.62234e-05	0.000611275	-0.0038836	-0.00903793	-0.00831257	-0.0143222	-0.00359797	-0.00857306	-0.00922531	0.000378847	0.0012542	-0.00089284	0.00542668	0.00206643	0.0011825	-0.00104377	0	0
0.0273438	5.26235e-05	0.000798494	-0.00370443	-0.00858175	-0.00830167	-0.0139004	-0.0034949	-0.00852036	-0.00929198	0.000353694	0.00117487	-0.00111401	0.00525823	0.00199918	0.00110334	-0.00102114	0	0
0.0292969	0.000156857	0.00135274	-0.00323522	-0.00776801	-0.00806643	-0.0131335	-0.00315952	-0.0082525	-0.00913981	0.000405192	0.00115514	-0.00125265	0.00520366	0.00196487	0.00101817	-0.000934664	0	0
0.03125	0.000244401	0.00217611	-0.00256336	-0.00674735	-0.00766503	-0.0121657	-0.00266166	-0.00783527	-0.00882104	0.000517309	0.0011856	-0.00130682	0.00525925	0.00196628	0.000930369	-0.00079922	0	0
0.0332031	0.00029818	0.0031227	-0.00180984	-0.00570555	-0.00718211	-0.0111768	-0.00209472	-0.00735867	-0.00841507	0.000665069	0.00124896	-0.00128775	0.00540563	0.00200112	0.000843823	-0.000636857	0	0
0.0351562	0.000309393	0.00402401	-0.00110745	-0.00483084	-0.00671281	-0.0103511	-0.00155853	-0.00692117	-0.00801414	0.000818193	0.00132334	-0.00121735	0.00561172	0.00206266	0.000762284	-0.000473537	0	0
0.0371094	0.000279114	0.00471939	-0.000577927	-0.00428084	-0.0063455	-0.00984475	-0.00114213	-0.00661099	-0.00770676	0.000947416	0.00138605	-0.00112405	0.00583938	0.00214092	0.00068903	-0.000334892	0	0
0.0390625	0.000218064	0.00508446	-0.000311494	-0.00415532	-0.00614572	-0.00975795	-0.000908166	-0.00649095	-0.00756219	0.00102919	0.00141859	-0.00103759	0.00605002	0.00222439	0.000627518	-0.000242118	0	0
0.0410156	0.000144459	0.0050533	-0.000352025	-0.00447917	-0.00614501	-0.0101173	-0.000882402	-0.00658798	-0.00761819	0.00105	0.00140983	-0.000983909	0.00621057	0.00230194	0.000580132	-0.000208497	0	0
0.0429688	8.02949e-05	0.00463061	-0.000688076	-0.00519888	-0.0063357	-0.0108705	-0.00105029	-0.0068872	-0.00787506	0.00100815	0.00135863	-0.000980884	0.00629839	0.00236437	0.000548899	-0.000237122	0	0
0.0449219	4.69089e-05	0.0038911	-0.00125778	-0.00619296	-0.00667329	-0.0118958	-0.00136046	-0.00733709	-0.00829536	0.000914156	0.00127333	-0.00103561	0.00630468	0.00240575	0.000535667	-0.000320405	0	0
0.046875	6.04093e-05	0.00296615	-0.00195873	-0.00729419	-0.00708547	-0.0130224	-0.00173496	-0.00785792	-0.00881147	0.000788391	0.00117159	-0.00114381	0.00623518	0.00242388	0.000541151	-0.000441302	0	0
0.0488281	0.000128083	0.0020207	-0.0026679	-0.00831993	-0.00748623	-0.0140612	-0.00208451	-0.00835633	-0.00933754	0.000657141	0.00107622	-0.00129125	0.00610885	0.00242025	0.000565827	-0.00057603	0	0
0.0507812	0.000246264	0.00122376	-0.00326192	-0.00910476	-0.00779244	-0.0148374	-0.00232539	-0.00874364	-0.00978494	0.000547707	0.00101084	-0.00145685	0.0059543	0.00239918	0.000608981	-0.000698123	0	0
0.0527344	0.00040029	0.000718161	-0.00364101	-0.00952977	-0.00793958	-0.0152214	-0.00239538	-0.0089525	-0.0100785	0.000483096	0.000996172	-0.00161693	0.00580454	0.00236664	0.000669599	-0.000782728	0	0
0.0546875	0.000566408	0.000595137	-0.00374413	-0.00954321	-0.00789424	-0.0151519	-0.00226568	-0.00894845	-0.0101694	0.000477731	0.00104469	-0.00174982	0.00569159	0.00232869	0.000745356	-0.00081085	0	0
0.0566406	0.000715576	0.000877813	-0.00356162	-0.00916877	-0.00766051	-0.0146465	-0.00194684	-0.00873697	-0.0100442	0.000534236	0.00115854	-0.00183979	0.00564048	0.0022903	0.000832975	-0.000772517	0	0
0.0585938	0.000818215	0.00151694	-0.0031352	-0.00850032	-0.00727961	-0.0137986	-0.00148712	-0.0083636	-0.00972718	0.00064379	0.00132823	-0.00187986	0.00566563	0.00225413	0.000928283	-0.000668529	0	0
0.0605469	0.000849538	0.00239973	-0.00255072	-0.00768389	-0.00682242	-0.0127613	-0.000964373	-0.00790513	-0.00927606	0.000786126	0.00153375	-0.0018728	0.00576797	0.00222022	0.00102574	-0.000510421	0	0
0.0625	0.000794016	0.00336991	-0.00192213	-0.00689024	-0.00637656	-0.0117203	-0.000472084	-0.00745595	-0.00877187	0.000934243	0.00174731	-0.0018303	0.00593483	0.0021861	0.00111914	-0.000318658	0	0
0.0644531	0.000648461	0.00425588	-0.00137126	-0.00628339	-0.00603038	-0.0108614	-0.000102684	-0.00711179	-0.00830498	0.00105774	0.00193745	-0.00177044	0.00614184	0.00214756	0.00120163	-0.000119392	0	0
0.0664062	0.000423104	0.00490141	-0.00100565	-0.00599017	-0.00585663	-0.0103379	6.91712e-05	-0.00695133	-0.00795963	0.00112915	0.00207525	-0.00171404	0.00635689	0.0020998	0.00126541	5.96829e-05	0	0
0.0683594	0.000140272	0.00519405	-0.000899196	-0.00607726	-0.00589907	-0.010244	3.8743e-07	-0.00702214	-0.00779894	0.00112772	0.00213766	-0.00168046	0.00654495	0.00203892	0.0013032	0.000193764	0	0
0.0703125	-0.000168867	0.00508545	-0.00107992	-0.00653883	-0.0061641	-0.0105986	-0.00031276	-0.00733197	-0.00785494	0.00104314	0.00211275	-0.00168394	0.00667363	0.00196321	0.00130826	0.00026479	0	0
