Erreurs,Erreurs_redr
0.7781461706403832,0.7781461706403832
0.9004578166541961,0.9004578166541961
0.6998789328610471,0.6998789328610471
2.4908664427424085,2.4908664427424085
-2.650438010098405,2.650438010098405
0.28058770602312677,0.28058770602312677
0.9175079406072513,0.9175079406072513
0.6538811713312214,0.6538811713312214
0.1755155494026468,0.1755155494026468
0.5636219518430323,0.5636219518430323
0.7794532769911271,0.7794532769911271
0.31105751827556105,0.31105751827556105
0.449011984879256,0.449011984879256
2.0551511819668917,2.0551511819668917
0.35983889259617996,0.35983889259617996
0.34074411157353524,0.34074411157353524
6.981404948518602,6.981404948518602
0.41740592006645016,0.41740592006645016
0.10610139124478479,0.10610139124478479
0.783848566832674,0.783848566832674
0.7934411001290798,0.7934411001290798
0.4991624107782968,0.4991624107782968
0.5844639533434588,0.5844639533434588
0.7030589964829517,0.7030589964829517
