# x
0.000000000000000000e+00 2.415146231651306152e-01
0.000000000000000000e+00 1.294687032699584961e+00
0.000000000000000000e+00 6.270521879196166992e-01
0.000000000000000000e+00 6.052511334419250488e-01
0.000000000000000000e+00 3.563186824321746826e-01
0.000000000000000000e+00 3.290506601333618164e-01
0.000000000000000000e+00 4.033784866333007812e-01
0.000000000000000000e+00 9.083712100982666016e-01
0.000000000000000000e+00 1.502854585647583008e+00
0.000000000000000000e+00 1.267850041389465332e+00
0.000000000000000000e+00 1.271959662437438965e+00
0.000000000000000000e+00 1.361915230751037598e+00
0.000000000000000000e+00 4.510900676250457764e-01
0.000000000000000000e+00 1.662934064865112305e+00
0.000000000000000000e+00 9.333134889602661133e-01
0.000000000000000000e+00 1.457773089408874512e+00
0.000000000000000000e+00 8.256008625030517578e-01
0.000000000000000000e+00 1.433789849281311035e+00
0.000000000000000000e+00 4.450479447841644287e-01
0.000000000000000000e+00 2.257481813430786133e-01
0.000000000000000000e+00 1.001394689083099365e-01
0.000000000000000000e+00 1.706172525882720947e-01
0.000000000000000000e+00 8.107385784387588501e-02
0.000000000000000000e+00 1.128764033317565918e+00
0.000000000000000000e+00 4.586980044841766357e-01
0.000000000000000000e+00 1.015507340431213379e+00
0.000000000000000000e+00 1.471632361412048340e+00
0.000000000000000000e+00 5.157686471939086914e-01
0.000000000000000000e+00 6.348893642425537109e-01
0.000000000000000000e+00 7.899186611175537109e-01
0.000000000000000000e+00 6.708267331123352051e-01
0.000000000000000000e+00 1.482111930847167969e+00
0.000000000000000000e+00 7.223878502845764160e-01
0.000000000000000000e+00 4.358794987201690674e-01
0.000000000000000000e+00 9.631355404853820801e-01
0.000000000000000000e+00 2.155205309391021729e-01
0.000000000000000000e+00 7.616944909095764160e-01
0.000000000000000000e+00 1.072710871696472168e+00
0.000000000000000000e+00 1.307314395904541016e+00
0.000000000000000000e+00 1.363737583160400391e+00
0.000000000000000000e+00 6.535240411758422852e-01
0.000000000000000000e+00 1.538316965103149414e+00
0.000000000000000000e+00 4.762598276138305664e-01
0.000000000000000000e+00 1.529449224472045898e+00
0.000000000000000000e+00 2.392093688249588013e-01
0.000000000000000000e+00 2.732934653759002686e-01
0.000000000000000000e+00 5.078043341636657715e-01
0.000000000000000000e+00 1.124611377716064453e+00
0.000000000000000000e+00 3.707870841026306152e-01
0.000000000000000000e+00 8.202568888664245605e-01
0.000000000000000000e+00 4.476948976516723633e-01
0.000000000000000000e+00 5.057703256607055664e-01
0.000000000000000000e+00 1.153670430183410645e+00
0.000000000000000000e+00 1.553079247474670410e+00
0.000000000000000000e+00 7.902572304010391235e-02
0.000000000000000000e+00 3.207433521747589111e-01
0.000000000000000000e+00 4.189431667327880859e-01
0.000000000000000000e+00 4.302271604537963867e-01
0.000000000000000000e+00 2.197763919830322266e-01
0.000000000000000000e+00 1.339879155158996582e+00
0.000000000000000000e+00 4.294493496417999268e-01
0.000000000000000000e+00 5.776478648185729980e-01
0.000000000000000000e+00 1.466798424720764160e+00
0.000000000000000000e+00 4.509012401103973389e-01
0.000000000000000000e+00 5.324632525444030762e-01
0.000000000000000000e+00 9.403854608535766602e-01
0.000000000000000000e+00 8.196889758110046387e-01
0.000000000000000000e+00 1.107623577117919922e+00
0.000000000000000000e+00 1.522599697113037109e+00
0.000000000000000000e+00 1.041706085205078125e+00
3.300000000000000000e+01 1.397324919700622559e+00
3.300000000000000000e+01 7.139326333999633789e-01
3.300000000000000000e+01 1.421628832817077637e+00
3.300000000000000000e+01 1.614525914192199707e+00
3.300000000000000000e+01 1.547036290168762207e+00
3.300000000000000000e+01 1.731114536523818970e-01
3.300000000000000000e+01 1.730993032455444336e+00
3.300000000000000000e+01 6.293775141239166260e-02
3.300000000000000000e+01 1.651263594627380371e+00
3.300000000000000000e+01 5.391750112175941467e-02
3.300000000000000000e+01 6.818152070045471191e-01
3.300000000000000000e+01 1.128613710403442383e+00
3.300000000000000000e+01 6.399986743927001953e-01
3.300000000000000000e+01 2.214056700468063354e-01
3.300000000000000000e+01 1.596447825431823730e+00
3.300000000000000000e+01 2.478687167167663574e-01
3.300000000000000000e+01 3.617756664752960205e-01
3.300000000000000000e+01 1.992079466581344604e-01
3.300000000000000000e+01 1.780034899711608887e-01
3.300000000000000000e+01 6.342989206314086914e-01
3.300000000000000000e+01 3.618960380554199219e-01
3.300000000000000000e+01 9.160978198051452637e-01
3.300000000000000000e+01 1.044117808341979980e+00
3.300000000000000000e+01 3.028423190116882324e-01
3.300000000000000000e+01 3.104279935359954834e-01
3.300000000000000000e+01 1.128064632415771484e+00
3.300000000000000000e+01 1.701962232589721680e+00
3.300000000000000000e+01 1.234181165695190430e+00
3.300000000000000000e+01 2.986389398574829102e-01
3.300000000000000000e+01 1.590733766555786133e+00
3.300000000000000000e+01 8.277043104171752930e-01
3.300000000000000000e+01 1.739898085594177246e+00
3.300000000000000000e+01 3.836905360221862793e-01
3.300000000000000000e+01 1.870114654302597046e-01
3.300000000000000000e+01 3.957675993442535400e-01
3.300000000000000000e+01 1.293375849723815918e+00
3.300000000000000000e+01 1.285027742385864258e+00
3.300000000000000000e+01 1.598548412322998047e+00
3.300000000000000000e+01 3.494417667388916016e-01
3.300000000000000000e+01 1.026159048080444336e+00
3.300000000000000000e+01 6.804072260856628418e-01
3.300000000000000000e+01 4.948110878467559814e-01
3.300000000000000000e+01 5.360724329948425293e-01
3.300000000000000000e+01 8.574705123901367188e-01
3.300000000000000000e+01 1.306982636451721191e+00
3.300000000000000000e+01 2.355175912380218506e-01
3.300000000000000000e+01 5.301920175552368164e-01
3.300000000000000000e+01 1.456517577171325684e+00
3.300000000000000000e+01 1.658136010169982910e+00
3.300000000000000000e+01 1.196187853813171387e+00
3.300000000000000000e+01 1.168754696846008301e-01
