# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.454806718750000000e+05 4.136993363499641418e-02 2.136328816413879395e-01 2.690888047218322754e-01 3.722397387027740479e-01 6.127369124442338943e-03 6.916612704799263156e-08 1.454806718750000000e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 7.603430151939392090e-01 8.988290937850251794e-05 1.126126153394579887e-03 1.297745184274390340e-04 6.262020673602819443e-03 3.473302001566480612e-07 1.389722026345907580e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 7.603430151939392090e-01 8.988290937850251794e-05 1.126126153394579887e-03 1.297745184274390340e-04 6.262020673602819443e-03 3.473302001566480612e-07 1.389722026345907580e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.001000000000000000e+03 7.603430151939392090e-01 8.988290937850251794e-05 1.126126153394579887e-03 1.297745184274390340e-04 6.262020673602819443e-03 3.473302001566480612e-07 1.389722026345907580e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.002000000000000000e+03 1.868544140625000000e+04 1.125307455658912659e-01 3.913398683071136475e-01 4.273837804794311523e-01 2.976726591587066650e-01 4.682974889874458313e-03 1.580079000973455550e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.003000000000000000e+03 1.233539867401123047e+01 4.005336086265742779e-04 1.247978943865746260e-04 1.465856184950098395e-04 5.490357521921396255e-03 3.744999730770359747e-06 1.109080560723896269e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.004000000000000000e+03 7.364673018455505371e-01 9.624633094063028693e-05 1.043767668306827545e-03 1.113566759158857167e-04 6.223381496965885162e-03 3.027085426765552256e-07 1.378257152850892453e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005000000000000000e+03 7.100227475166320801e-01 1.012419525068253279e-04 9.755577193573117256e-04 9.713095641927793622e-05 6.154104601591825485e-03 2.553074409661348909e-07 1.364864843367286085e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.006000000000000000e+03 6.987366676330566406e-01 1.036065223161131144e-04 9.571185801178216934e-04 9.340692486148327589e-05 6.122888065874576569e-03 2.459016741340747103e-07 1.360581070031230411e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.007000000000000000e+03 6.688635349273681641e-01 1.092053062166087329e-04 9.000724530778825283e-04 8.264072675956413150e-05 6.039795465767383575e-03 2.245460279937105952e-07 1.350090172991258441e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.008000000000000000e+03 6.316928267478942871e-01 1.165372450486756861e-04 8.187391795217990875e-04 6.896539707668125629e-05 5.932874977588653564e-03 2.049048362096073106e-07 1.338250843474497742e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.009000000000000000e+03 5.966963171958923340e-01 1.289797655772417784e-04 7.411871338263154030e-04 5.807132401969283819e-05 5.830423440784215927e-03 1.826045803454690031e-07 1.330736676408150743e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010000000000000000e+03 5.721880793571472168e-01 1.283877063542604446e-04 7.017572643235325813e-04 5.414518818724900484e-05 5.845110863447189331e-03 1.823895843244827120e-07 1.334107935235806508e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.011000000000000000e+03 5.610882043838500977e-01 1.295917900279164314e-04 7.042866782285273075e-04 5.487761882250197232e-05 5.864279810339212418e-03 1.845627792818049784e-07 1.336911115146222073e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012000000000000000e+03 5.392242074012756348e-01 1.376945729134604335e-04 6.716582574881613255e-04 5.250214235275052488e-05 5.889064632356166840e-03 2.062088952925478225e-07 1.339615085527157134e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.013000000000000000e+03 5.229420661926269531e-01 1.460378407500684261e-04 6.347501766867935658e-04 4.949048889102414250e-05 5.886213388293981552e-03 2.490717747605231125e-07 1.338915556203801316e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.014000000000000000e+03 5.032858252525329590e-01 1.601097028469666839e-04 5.731573328375816345e-04 4.517855268204584718e-05 5.869593005627393723e-03 3.455627108905900968e-07 1.335051358353211981e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.015000000000000000e+03 4.914913177490234375e-01 1.664901792537420988e-04 5.504472064785659313e-04 4.369568341644480824e-05 5.861713550984859467e-03 4.103848141312482767e-07 1.333814925175147437e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.016000000000000000e+03 4.773755073547363281e-01 1.719613646855577826e-04 5.380100919865071774e-04 4.248691038810648024e-05 5.852412898093461990e-03 4.665062931508145994e-07 1.333194799002512809e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.017000000000000000e+03 4.666788578033447266e-01 1.730570074869319797e-04 5.507990717887878418e-04 4.213622014503926039e-05 5.833593197166919708e-03 4.851278845308115706e-07 1.333400589942357328e-08 7.603430151939392090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
